index,ClaimNb,Predicted
368065,0,0.08931671956559653
67001,0,0.08245685649839057
506988,0,0.10279724827713421
75570,0,0.19091346899010758
308347,0,0.3962818770513851
535194,0,0.07855796117329565
139785,0,0.09363157094220373
406190,0,0.09463218035003303
427383,0,0.10618286001769589
511534,1,0.1285052401321484
508266,0,0.10918495178181356
328576,0,0.07293354187187163
39223,0,0.04229515933003161
498615,0,0.009406578635537495
303560,0,0.1844101573220251
360223,0,0.008919324063826336
464148,0,0.0419949440945345
23339,0,0.14276965694191376
76059,0,0.003586686182936857
188308,0,0.24267324130755516
473622,0,0.09693554829725395
482005,0,0.08168742501562225
130475,0,0.06733901353160926
515548,0,0.007000792295763442
531445,0,0.013266710620994895
135754,0,0.0440036589875849
115522,0,0.36755090257697504
46668,0,0.1264444721125149
139361,0,0.021930526067987746
286624,0,0.041280782317897266
330129,0,0.05503149593343287
66861,0,0.032173283869321424
79216,0,0.08876332563690803
410298,1,0.29349295027346906
211719,0,0.11307958424647589
50239,0,0.051815885174962696
192710,0,0.15561432612659634
372142,0,0.16508998979869707
209855,0,0.14978025266894696
534017,0,0.1815477748929222
426157,0,0.0400771368826802
50693,0,0.037875216879165965
430087,0,0.06265251808053762
179606,0,0.07917662757609134
290023,0,0.1066039571818295
332013,0,0.013016997675827797
479607,0,0.1019639533139694
106984,0,0.01892554873346422
318199,0,0.028110546659549682
57801,0,0.3514169925174722
178105,0,0.2466422911119969
75309,0,0.013984255569629444
117698,0,0.014254907010469284
101492,0,0.09853360347716669
243673,0,0.06311876185745634
484821,0,0.06176235346019024
464221,0,0.006497610707311314
33600,0,0.05878904126748669
469650,0,0.0926766933329361
539842,0,0.024114579858126095
272155,0,0.008322495460659376
213957,0,0.03859009281702349
331930,0,0.020754750142519797
422107,0,0.02674125748994035
513344,0,0.0395100041940774
526061,0,0.08141640735805
58684,0,0.025920866068193462
287448,0,0.2766992085936744
192379,0,0.07164344327398554
518520,0,0.229771586908767
179175,0,0.10592801156088062
120948,0,0.028969310406125166
520074,0,0.02587232196621725
443873,0,0.08937954758336476
325346,0,0.02159931012324219
215307,0,0.007619039520027017
384392,2,0.06610312926765216
124680,0,0.08045812014999967
89322,0,0.08701819099690414
237825,0,0.10081010007324145
141357,0,0.044065705677638435
220572,0,0.19283514045494612
303324,0,0.025302483660591357
496527,0,0.012166115673243551
11141,0,0.05984583335921556
44979,0,0.00825352145422869
262341,0,0.1475865232653437
380476,0,0.08484525651189127
156864,0,0.001959720693315109
521478,0,0.14360762490063333
167106,0,0.045200864650496615
166145,0,0.05344818891633536
13861,0,0.016677494191014684
166140,0,0.1561549106811398
474664,0,0.006587067481692407
87511,0,0.12822695908264636
122679,0,0.3173172593031693
373146,0,0.043091110635004426
211545,0,0.045072536162796266
4124,0,0.006145936575840559
454754,0,0.03906810197115576
232602,0,0.09348705473485386
32267,0,0.05179402750383321
366775,0,0.28693872504487344
254407,0,0.026311589924686418
332996,0,0.08360410893914388
152783,0,0.06543717986717063
361093,0,0.04496523850590193
42320,0,0.007455313660333826
450634,0,0.07792615341445198
467181,0,0.08088328164593275
128645,0,0.0036452521275049977
292992,0,0.16829633636502625
295290,1,0.06472845216088245
444027,0,0.023017259626902663
434604,0,0.02171522828068285
118143,0,0.012090895930421898
532010,0,0.008827837744075327
151844,0,0.13412741062706912
178210,0,0.03038034864547496
514166,0,0.005462384307687522
329930,0,0.008027654784360556
16295,0,0.006986372438859232
26137,0,0.11274897935766155
482454,0,0.02126472092206786
335517,0,0.06368147286652584
292143,0,0.13835336290671577
499646,0,0.0875712500861774
393809,0,0.02553264017963398
476656,1,0.08930643094045218
117352,0,0.044570108498764215
430077,1,0.09155678913462961
276449,0,0.0009891722660231245
262548,0,0.013767844236895775
458292,0,0.06161508328915236
348142,0,0.07306924056903137
267920,0,0.02060693010571611
248329,0,0.1323285423653875
336864,0,0.0793650875429709
21282,0,0.021101860300179378
454611,0,0.07067026745841315
213093,0,0.0010860820570572584
492198,0,0.07088376284694582
487942,0,0.05315534878326504
244338,0,0.01971164624552091
434009,0,0.13229640481367982
46645,0,0.01439676506724838
439221,0,0.0699602913703418
50848,0,0.025475530114793307
396822,0,0.059014711405892754
360172,0,0.022023679195655423
312007,0,0.004034454338695292
538952,0,0.0050407871402675785
519697,0,0.06242776808331925
1481,0,0.004794920401402502
169651,0,0.08639002604444569
442051,0,0.05157421123477215
215136,0,0.12590733534598533
461799,0,0.006737876782697088
131251,0,0.004205971136777686
535191,0,0.012931404290494962
146806,0,0.06708011656910819
277732,0,0.10520891050601554
129184,0,0.22281527780880986
300687,0,0.006457835108716991
470145,0,0.001227070786346908
7505,0,0.02639481050132308
506048,0,0.0623117162049075
164735,2,1.8721068814721478
186595,0,0.08867465013560745
120657,0,0.06164653054329225
265752,0,0.032085712229222595
176533,0,0.02191857506158981
46364,0,0.027930934335852618
325746,0,0.030364133122698287
204227,0,0.20537968353609584
120490,0,0.036246439687769305
135529,0,0.06428267129632975
75862,0,0.013599491226399899
3481,0,0.15068065477418696
68880,0,0.2979527272392824
223025,0,0.005536857417380092
163251,0,0.1468146076884881
66441,0,0.03670350757234446
468285,0,0.009036398306653426
110927,0,0.058703729660793104
56556,0,0.09608366314387483
313926,0,0.011111987325869564
314708,0,0.021352035873508823
287429,0,0.1455277073762156
344682,0,0.06691093498252888
116446,0,0.005582371136102398
204694,0,0.1139803093475961
106652,0,0.27751572591196166
223982,0,0.3092055084340937
182926,0,0.07607691523553425
99046,0,0.035567614141442605
36178,0,0.022737274894591746
307380,0,0.03254668050202191
180135,0,0.11265820056004888
167032,1,0.2747270750252139
393291,0,0.08779774654330037
200586,0,0.014696814130280417
139465,0,0.06130755766804282
496403,0,0.005462287736165157
504090,0,0.03751738844942573
243894,0,0.052121951337031486
202931,0,0.03268050272407283
209554,0,0.086122691181061
88953,0,0.0078615273383879
472582,0,0.006341791515003241
490911,0,0.052822437396609516
116800,0,0.05803830979201485
253553,0,0.021321270428197227
364784,0,0.025981096261274903
222774,1,0.07700858943395653
110446,0,0.0733918711079657
28537,0,0.03889589013628566
529956,0,0.00382156022293165
226242,0,0.22950518309362086
170908,0,0.03958174248475696
292047,0,0.028358251756695374
139405,0,0.03648963475016959
461675,0,0.02453189170981193
370363,0,0.01955440976404319
194169,0,0.10456026168110343
484808,0,0.009099893014402253
215839,0,0.07606915303572453
73033,0,0.052115989602439655
436523,0,0.04451715189546251
241432,0,0.10279417451336774
122790,0,0.03591578610528708
511219,0,0.05226174635230713
214404,0,0.10918256492375793
305314,0,0.1187965711505187
191103,0,0.10002130003699736
47177,0,0.03919472522833264
265880,0,0.0014208867185786808
426765,0,0.029483783246346432
374878,0,0.11125218996717348
229411,0,0.2331975204514409
260644,0,0.1553429886881249
536721,0,0.08387878719224427
288521,0,0.05089863163561698
170892,0,0.053421140779336455
397377,0,0.00430439849904165
433717,0,0.0860516107858682
71463,0,0.006350264645508328
155280,0,0.010625156535616971
31597,0,0.00028739896584242954
85278,0,0.0016327223200684154
322375,0,0.03768873950817041
149093,0,0.000853838029097843
165590,0,0.044179222000375475
479030,0,0.0032586390813776523
472529,0,0.11020451911474818
518171,0,0.09586548926352673
331230,0,0.015854851708825928
28785,0,0.14511118574238685
380269,0,0.03791166740762844
516787,0,0.006751245700352784
353706,0,0.20653147170593136
242805,0,0.13311796336039594
470140,0,0.04084510808311946
55531,0,0.10732904114648834
2749,0,0.02454382607370897
387341,0,0.15811130398571246
506614,0,0.04502512039892644
346696,0,0.011221179026496669
403501,0,0.12590665805323284
7987,0,0.04297415985411211
392630,0,0.0458003576739035
520206,0,0.04123216849934857
296075,0,0.12229198555573476
499098,0,0.04873759310883633
315626,0,0.04099864490309046
368894,0,0.20454863970096748
483853,1,0.37104439164040964
243662,0,0.028202214408465036
281202,0,0.07436305949336763
262446,0,0.13251360693548608
496224,0,0.18346065598368305
368049,0,0.025668962446170233
318338,0,0.0018546795771319103
84675,0,0.014673701273080859
177397,0,0.0293121757350746
467566,0,0.015890877291556704
166873,0,0.014030769483949788
46926,0,0.15720447918702643
244393,0,0.15513092806764275
175571,0,0.1176732744716833
426779,0,0.0010902948942682297
177833,0,0.027651242439767167
412989,0,0.23549984607101448
355359,0,0.028933891968688858
360951,0,0.06250638545058562
315085,0,0.12125445047634778
437174,0,0.017259085721375498
102749,0,0.0819980153679745
336747,0,0.18213368968764437
384944,0,0.06398794237566886
76009,0,0.08696236143593192
331232,1,0.5694354732305366
248192,0,0.050517047935840935
237357,0,0.23229032024574525
360790,0,0.09733274257305291
236244,0,0.04516004008715524
1226,0,0.008093303245056228
466506,0,0.035851380157805035
91950,0,0.050260332315531044
406146,0,0.04905413167357506
54407,0,0.013628583747439723
298235,0,0.09070763563430205
93813,0,0.12292650320970909
367802,0,0.16186024589762857
203058,0,0.11233241446066394
6345,0,0.0685066362499037
266707,0,0.07165605913103999
89718,0,0.0028428952751939594
101991,0,0.04995051579163216
312445,0,0.0021326485291384882
9950,0,0.030159754481748506
24597,0,0.005502115794132874
405556,1,0.018320552782063935
312330,0,0.09377622160378034
161186,0,0.06793999203320024
445523,0,0.013172086238699025
485862,0,0.016617985597283114
53128,1,0.43153999586736724
358108,0,0.1387316163784031
28606,0,0.03471084898239004
112228,0,0.1531970358491395
199949,1,0.46647691935005475
50042,0,0.05873898757263782
305890,0,0.09871199441683053
309492,0,0.013549634925742569
53321,0,0.1963766801370988
371191,0,0.0884946093991061
519780,0,0.08958801586328617
434427,0,0.08775076641860058
15562,0,0.008463233749940548
486196,0,0.18961564645697276
196290,0,0.025747453233278417
20795,0,0.2157693344831356
11558,0,0.051364539591264295
72166,0,0.004437159950351713
177239,1,0.30118125740647445
290498,0,0.043998087861255045
423140,0,0.13630912028707137
7597,0,0.001291394870774766
214760,1,0.20018007243439895
206270,0,0.05237449293431813
303711,0,0.15342240282197353
183363,0,0.019731547208908358
445785,0,0.053145308626387354
34065,0,0.10358998360084468
80006,0,0.102307691667245
140545,0,0.06865469511008364
348018,0,0.10272484222325466
6399,0,0.03782445291369577
223699,0,0.2166483305428148
251934,0,0.026142565260992068
103737,0,0.08652506700628114
321972,0,0.023521119723488467
152289,0,0.03358183945508338
242653,0,0.012730717370586215
219754,0,0.07734180736244159
4945,0,0.03393772891047736
476802,0,0.010723043718432834
93354,0,0.13680199056225448
336289,0,0.02601289394008683
508860,0,0.0007885202954863841
42066,0,0.09534739302322957
504476,0,0.0015134482270353614
335280,0,0.04937284166023617
529326,0,0.07169595029382585
345276,0,0.12041290625113223
56737,0,0.12150322703742975
437947,0,0.13443818292405166
452117,0,0.1057863310701403
526622,0,0.060092793565025025
240300,0,0.04518444219717382
217613,0,0.020133954072551426
431082,0,0.002627472840672571
438851,0,0.15372545241224253
283900,0,0.07613453566225574
477103,0,0.26064154342903034
80848,0,0.011462608828013957
344480,0,0.03891356916294183
115479,0,0.05745733076957739
399305,0,0.09448871999947582
96090,1,0.06676500241092413
342736,1,0.1777416406812691
282511,0,0.22444868701542542
535552,0,0.09265947812624824
519583,0,0.04756695579431435
111486,0,0.03060846512583833
170050,0,0.09355100035893638
185393,0,0.041155073599557515
251077,1,0.08597571224716753
220934,1,0.41895881571018484
375318,0,0.03106103051902987
464570,0,0.059150623456349215
149459,0,0.029849890072271158
266557,0,0.07012055269305034
325272,0,0.003568828549217761
496804,0,0.014266335186248867
31958,0,0.003856129594983517
170724,0,0.08470272671212273
457007,0,0.04608736058656279
285092,0,0.015357749667937586
146206,0,0.19311753224625616
529007,0,0.00618498933653843
178322,0,0.053823813499590464
487631,0,0.030406831138955523
146386,0,0.020805531723346454
131208,1,0.10075315829300686
261171,0,0.00856995024169191
64637,0,0.033611286792547906
477185,0,0.07807110968500355
535583,0,0.14294239521049468
137462,0,0.43293004786144956
107959,0,0.22772739893289093
478334,0,0.07460960946294042
431701,0,0.031459944238750204
23147,0,0.0835679517270982
239603,0,0.15070553378366905
284282,0,0.055931208002797606
448554,0,0.03502598016537697
501710,0,0.08455752319700281
342754,0,0.14088862565903523
96627,0,0.0301379316973898
381907,0,0.08183203391615637
444754,0,0.17416348119706612
86428,0,0.06330047865432813
370402,0,0.015198896773057746
37652,1,0.18263530474231604
11794,0,0.016978576814074078
392425,0,0.0003978350960771634
375925,1,0.085488504693261
534026,0,0.06366553045781274
511228,0,0.0320841844059223
415533,0,0.06989339523041138
313463,0,0.014687669337193494
250208,0,0.18303642015559637
195595,0,0.09693295914883723
73939,0,0.08088940428914833
391809,0,0.02329460266176872
162401,0,0.14397578220199433
171861,0,0.019513726512575713
526125,0,0.011426843237491555
465563,0,0.13535835329179305
87311,0,0.14299935430635388
245972,0,0.14384328955509573
430778,0,0.05303902213975705
535467,0,0.007213390999930851
263044,0,0.03895737977537612
226624,0,0.005362930614278338
213918,0,0.235430414949132
140242,0,0.033563496073410255
367193,0,0.010508990211202305
226723,0,0.016981344858113905
172102,0,0.1840216101065737
138284,0,0.14983304714393053
11791,0,0.06670376035373418
361463,0,0.014284506787580389
228964,0,0.10324681516485604
239362,0,0.04253880102757857
304586,0,0.1288942556144435
529303,0,0.10907727232257501
257101,0,0.07118838592267075
373610,0,0.008012279193091911
437689,0,0.14004430989848649
338584,1,0.07086790396670148
327555,0,0.06626993453872981
443734,0,0.12775701588815616
184910,0,0.10690743726486775
509532,0,0.005016121780447443
26411,0,0.024237338599703603
443407,0,0.003363098706967302
300744,0,0.01780851198258564
188917,0,0.031282770868405356
43730,0,0.12723143200329662
47737,0,0.0195509862996255
80640,0,0.1065229876034511
333078,0,0.12623831309221809
253311,0,0.08466612751008096
64580,0,0.14704681537173328
149289,0,0.018967995382761258
149067,0,0.09711914833979611
80201,0,0.03259703425551306
459558,0,0.043930330296780895
285127,0,0.07064655550749874
402434,0,0.29762689439582657
178362,0,0.0022829516094602493
399019,0,0.06984935699691039
417932,0,0.07374002985967111
515298,0,0.04823889774123374
182515,0,0.04031872073250127
47591,0,0.021686377426721054
521233,0,0.06071386439585307
326746,0,0.009091302463134417
64261,0,0.019856371579764383
240156,0,0.08375731642037243
445947,0,0.041601326555504844
237316,0,0.020790200320498803
292620,0,0.03977944558994082
86519,0,0.13456676858614963
350414,0,0.08461284096387349
356647,0,0.04068085764188044
328088,0,0.051352690341016256
312964,0,0.06717723848459387
484858,0,0.04665294344778135
228572,0,0.03227866565589336
91804,0,0.05213121265093128
65128,0,0.010943263734504773
426666,0,0.11580516754182198
118165,0,0.08334401074942029
93137,0,0.05484215205838843
71789,0,0.054125963266811
515070,0,0.006404497193032417
166204,0,0.01613628934603918
497663,0,0.08677106746387228
514779,0,0.06578831125106542
455558,0,0.034620331767879875
272061,0,0.011003446896279395
235924,0,0.011601845868701905
403071,0,0.018516545896735428
192514,0,0.04646582099974732
226735,0,0.016316544821910566
12476,0,0.033110563365255
133469,0,0.033748355881155885
499015,0,0.13252458594442043
420523,0,0.042843645467101246
74088,0,0.05086324001634247
80391,0,0.006749554816390502
472633,0,0.016230710945936522
450227,0,0.003913412979446159
527923,0,0.05129789958987337
305644,0,0.0563114974097552
268763,0,0.050694721032353195
233942,0,0.19403317918500784
470852,0,0.04024910337468401
20280,0,0.23086254132064005
472678,0,0.10415158188050597
495441,0,0.1264704014378289
223151,0,0.027605199169063854
298537,0,0.04514670944465256
231954,0,0.021575435050318285
425482,0,0.03608821921544173
453332,1,0.06564385671051852
113430,0,0.06001108508285397
306850,1,0.038860620030234196
117910,0,0.0027130867116904474
109085,0,0.0697385626104716
187192,0,0.02965374255090304
77112,0,0.09338494787345486
313593,0,0.0375219978261342
285513,0,0.02011530681828382
519412,0,0.05067330205439421
161614,0,0.06768432218957485
453639,0,0.04010186594020072
341728,0,0.06674326724842969
214946,0,0.08422709208736899
68324,0,0.03263035527831235
507524,0,0.0027130867116904474
284638,1,0.21505331314528145
119154,0,0.022921181019855092
220223,0,0.08787446700581698
364308,0,0.04349524191470969
315021,0,0.09474257131123329
41575,0,0.0476993225020147
261361,0,0.03147286673885056
496759,0,0.015788393376464222
407997,0,0.046875202069103686
28642,0,0.2185705671159411
530494,0,0.03803700783324755
454144,0,0.007536738190894526
490943,0,0.05516976675225434
458267,0,0.06795420291179415
455635,0,0.016802110238305166
493946,0,0.0020901900282980024
236221,0,0.10816711268211811
373112,0,0.03515213954912838
504179,0,0.03156654448123184
49802,0,0.005166747512200754
262835,0,0.11082393570733497
51512,0,0.0377407096707428
534230,0,0.013095410191053813
108774,0,0.0875845079841379
18012,0,0.07374669015699636
302771,0,0.0582734802227926
348981,0,0.27112149516425366
401007,1,0.1697331048612863
63841,0,0.020370257516565803
396195,0,0.1215768455460391
10669,0,0.0986595518473794
509600,0,0.05858586112370624
475058,0,0.00746231206949945
474346,0,0.04955524185265347
464747,0,0.35299082833673656
336858,0,0.048380190863278424
262004,0,0.06846713856587167
86953,0,0.029294281980843714
442138,0,0.2720967473219769
24347,0,0.04834101954821585
488757,0,0.019747637366127533
535885,0,0.12909907985132663
83448,0,0.019751530329819432
171944,0,0.02939448397525672
333059,0,0.015953578373705656
84023,0,0.1687368256466556
516687,0,0.06894454044852902
92160,0,0.10747878988717026
161442,0,0.006044826570504286
125127,0,0.13047810625241976
489293,0,0.04555537947941738
80017,0,0.02500514571900549
190135,0,0.10625432168631997
227685,0,0.052945935568128176
356847,0,0.0284039360827334
413993,0,0.09896195175256908
69867,0,0.012810720213844105
46391,0,0.05726945331161354
67453,0,0.02016009366372927
29622,0,0.11526810597431866
483672,0,0.09904752883432366
273402,0,0.07892670037179224
260766,1,0.25704487650954944
526435,0,0.07797380847034498
428101,0,0.17309710485367158
486083,0,0.13142301121610026
491203,0,0.046482456893677346
458415,0,0.02329960452653826
363155,0,0.05172287713143635
345440,0,0.02449103664060866
283571,0,0.33662207107603526
307407,0,0.03618975983502804
504816,0,0.04019190283267717
381656,0,0.0535216721501338
247329,0,0.00561755431449843
282916,0,0.02134802762230907
234280,0,0.08375010898048306
72494,0,0.02963815446082897
93532,0,0.028115640694740228
108904,0,0.04081064779844939
102290,0,0.10691894181271229
471462,0,0.0972648860929671
98406,0,0.04629285904204258
79115,0,0.20353288175676928
68127,0,0.09633180534571746
87648,0,0.0841052193669167
347215,0,0.11675199874928122
439850,0,0.058212764387706936
338786,0,0.012993322818190938
353176,0,0.006408530828256475
287907,0,0.16703468284830048
31867,0,0.04306475445731689
117331,0,0.10889469393041706
227179,0,0.20047917362988996
505492,1,0.01133015578631617
1225,0,0.09213255429996571
262899,0,0.020615463955967757
361927,0,0.09590514801626354
224961,1,0.10847038806581866
330497,0,0.008192660613328519
38614,0,0.014101682524640126
177650,0,0.018491999589190743
5198,0,0.09717769863885828
400209,0,0.06463901316385533
485860,0,0.018672969855017024
98060,0,0.024488899360152357
214467,0,0.006226263076434965
273812,0,0.07388872680094975
494727,0,0.037870746158066584
480622,0,0.04319092802121222
167164,0,0.030139979746357518
375570,0,0.012168145455857498
477995,0,0.007554091015481901
134323,0,0.05602413656763742
456032,0,0.02871019362448352
418314,0,0.09434439785679934
502643,0,0.0941207624083754
72217,0,0.1156347403521019
417091,0,0.059159181393193094
86689,0,0.1011217086434841
64350,0,0.37259679451427347
516818,0,0.027150319746451365
526048,0,0.25606437517744757
492083,0,0.0015449823406343886
32442,0,0.09701318034930582
276087,0,0.06813582244078661
343386,0,0.3568344736975487
381668,0,0.0500915903261159
431840,0,0.07626139594905058
72393,0,0.0823052754080077
194725,0,0.08374974966670802
463777,0,0.013592613796285142
35556,0,0.03269451284539534
375051,0,0.06368363507964474
503422,0,0.0806051147022829
156647,0,0.44434619057564473
317706,0,0.010779716466207045
480218,0,0.007816724116406423
82700,0,0.22349904066917634
507145,0,0.04722814128173379
474688,0,0.022133192335595544
379763,0,0.024101145197126476
153321,0,0.0850965527748148
216951,0,0.052069541135222004
235992,0,0.040879338663362984
192617,0,0.04493945359529368
451201,0,0.018544790654556078
88648,0,0.07519214661540405
232017,0,0.20875376937048323
78182,0,0.03586503296579011
40290,0,0.2626072298131182
363862,0,0.10749431940527793
278872,0,0.07301047246912983
144410,0,0.038108814703879015
365704,0,0.04575120900658633
56261,0,0.051185159716682534
476086,1,0.2142843860910749
270168,0,0.09104211648966591
15521,0,0.0979811155289869
410896,1,0.1123866502746305
526752,0,0.14171446953399056
251276,0,0.1150138089065613
367184,0,0.0452245659888375
436069,0,0.11016565243392767
524419,0,0.08576742331050353
513860,0,0.054144179970258714
81810,0,0.04391294548018749
450132,0,0.09080795046054325
459521,0,0.21422546142230955
53226,0,0.12801981117839809
397775,0,0.016096536659796205
254665,0,0.23602674370752202
510229,0,0.0014801969908497992
312177,0,0.09707269384269321
136510,0,0.05957922570027226
324178,1,0.15802477468535236
40254,0,0.03142563878612636
29459,0,0.05433176241810286
299450,0,0.07310246522229522
214784,0,0.0012993991287672331
483624,0,0.12005572897091622
335337,0,0.028179381674133964
364786,0,0.03731795807054949
248952,0,0.036194085115685545
507467,0,0.010211047602220984
360295,0,0.059329827699982414
155688,0,0.030408949289869786
511704,0,0.019328354418283327
438420,0,0.04348051810426526
285803,0,0.07554820233062214
468081,0,0.08312506507365167
192862,0,0.07948779247693243
52970,0,0.1331292598422431
15452,0,0.012640398240003172
397889,0,0.04052811434302424
97858,0,0.028520153332808957
61130,0,0.0317285341507896
457464,0,0.05920534644331508
211984,2,0.17156722426649704
10824,0,0.08371575805182292
33568,0,0.07150458295797142
276428,0,0.038919599926418545
97161,0,0.04534662811578701
473365,0,0.09027214867942622
27394,0,0.004825574952721695
93809,0,0.0032142637058489953
86016,0,0.008853062347861367
7058,0,0.007051181559489498
82628,0,0.05886748321213727
327821,0,0.055822316043466345
451970,0,0.015435692484442407
86617,0,0.04651089126565288
451666,0,0.011257450473455374
194031,0,0.11363505520645074
117868,0,0.03336642402826287
85664,0,0.016464421905211725
377076,1,0.2397177741153575
92023,0,0.053277829548043124
225337,0,0.01614748833450095
114677,0,0.10767323109794069
330141,0,0.012616324727782145
30734,0,0.053276194077478
262550,0,0.03796968197900965
507749,0,0.11545855237407521
51152,0,0.06655977854481462
377204,0,0.08339754203838932
432416,0,0.0052406102001312125
223088,0,0.03512786300358066
158825,0,0.027811261968319383
269894,0,0.09596883056241574
147270,0,0.0904450759172004
33963,0,0.0759936193954325
493426,0,0.02853973406339188
371989,0,0.0028296065853284486
328717,0,0.05066349987335954
154806,1,0.1703822469971959
82920,0,0.05161307409476988
484105,0,0.06577235809026435
337453,0,0.1660338488117898
296086,0,0.003517536384750359
144364,0,0.033382651280221894
184974,0,0.10446984729925193
427493,0,0.001312489870854232
398222,0,0.06293700328818612
1382,0,0.02285210692653774
415827,0,0.035179852167710295
97257,0,0.1606464174025963
124658,1,0.1779162135390007
289338,0,0.18810730404282378
173973,0,0.05666379148916399
361358,0,0.0008245892321922507
515823,0,0.06443427107765207
340236,0,0.03080713488726412
306952,0,0.06622451753849977
375546,0,0.1742348337035454
416820,0,0.05002735360281006
122460,0,0.048735516721621776
244983,0,0.005725976385003867
285075,0,0.025931273866608217
145473,0,0.04568808167326713
109163,0,0.06659265042763493
245292,0,0.04512806278776261
480101,0,0.08046742930076503
116668,0,0.019856061087783025
314886,0,0.025412849333306196
149802,0,0.06422590398788608
134452,0,0.1370827062240511
431015,0,0.10632013017440856
515778,0,0.00043099831434926546
498700,1,0.08776072250902456
146534,0,0.06549212168544342
86078,0,0.06799860505015548
489036,0,0.13553591398393203
330912,0,0.0188743344141618
88067,0,0.1388581838770451
296611,0,0.16532810424354882
94398,0,0.03280767468575085
323062,0,0.004690995197338873
44085,0,0.11798697216703379
92560,0,0.0956099456496394
285295,0,0.07613379131963072
474267,0,0.014614522168454824
27894,0,0.11848021582020052
435164,0,0.13766978421941287
302435,1,0.21829945509435775
372713,0,0.06642110057729267
387674,0,0.0042777756210312145
536546,0,0.038252375645038465
19776,0,0.19828116070878132
363671,0,0.024738593794224505
1017,2,0.2380618483855309
167203,0,0.08498352208561817
97834,0,0.02940477706436287
270190,0,0.019961516845329378
424740,0,0.08596391926728304
259990,0,0.034786953910277384
290126,0,0.05812533058564776
171001,0,0.04360172243653628
162899,0,0.011983542000673805
356317,0,0.0662259753245823
441790,0,0.050973974148745445
368346,0,0.0025264703497627516
130409,0,0.047561278669605654
51276,0,0.12484688307695944
295444,0,0.05311530336050469
211416,0,0.0083279719558479
217740,0,0.029194505518798018
76011,0,0.07995749517614285
162340,0,0.0003889824199704602
441577,0,0.2277814084666704
109251,0,0.0034418468080376677
160308,0,0.11497875055821619
290008,0,0.005726460205772543
353970,0,0.027941276074775413
448399,0,0.0655955037111532
285153,0,0.044408546984504756
383343,0,0.08054806265464694
408976,0,0.043721058443482515
301190,0,0.09892117621879984
464760,0,0.16281027802974132
11595,0,0.03175917303369476
107707,0,0.017670956937369517
73814,0,0.033040018343882475
274529,1,0.2293399741111362
41428,0,0.009716469202615067
130446,0,0.008826519976703548
512916,0,0.03480105970594184
168172,1,0.03275702096464655
195287,0,0.05377480825819154
350343,0,0.013047044428956779
305720,0,0.13136220888168848
449138,0,0.045437093273816655
188388,0,0.004680147793097409
131910,0,0.0487823809526823
215141,0,0.1242492266858781
374504,0,0.03451275716105472
480820,0,0.030369302509867503
233122,0,0.06934269062665234
205525,0,0.3099101552673001
387061,0,0.09846781858469032
180316,0,0.0006028642335198859
110976,0,0.03360908087347789
172492,0,0.03956528818395866
149701,0,0.01604995430645579
85124,0,0.18795675313066446
155931,0,0.03151818179464268
269527,0,0.009875275654137155
140954,0,0.00012496527868150235
262453,0,0.27770731384174485
334549,0,0.18135296556252825
8644,0,0.005384192321926357
360495,0,0.057503815108347796
